Index;ThreadID;Time;Severity;Location;Detail;Exception
11 User: undefined;1;2019-01-06 09:19:19.1759;DEBUG;;The foreign key properties haven't been configured by convention because the best match {'Id' : int} are incompatible with the current principal key {'Id' : string}. This message can be disregarded if explicit configuration has been specified.;
12 User: undefined;1;2019-01-06 09:19:19.1759;DEBUG;;The foreign key properties haven't been configured by convention because the best match {'Id' : int} are incompatible with the current principal key {'Id' : string}. This message can be disregarded if explicit configuration has been specified.;
13 User: undefined;1;2019-01-06 09:19:19.1759;DEBUG;;The index {'UserId'} was not created as the properties are already covered by the index {'UserId', 'RoleId'}.;
14 User: undefined;1;2019-01-06 09:19:19.1759;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
15 User: undefined;1;2019-01-06 09:19:19.1926;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
16 User: undefined;1;2019-01-06 09:19:19.1926;DEBUG;;No relationship from 'SchoolStaff' to 'SchoolStaffPhone' has been configured by convention because there are multiple properties on one entity type {'SchoolStaffPhones', 'SsPhone'} that could be matched with the properties on the other entity type {'SchoolStaff', 'SchoolStaffPhoneOne'}. This message can be disregarded if explicit configuration has been specified.;
17 User: undefined;1;2019-01-06 09:19:19.2108;DEBUG;;The index {'SchoolStaffId'} was not created as the properties are already covered by the index {'SchoolStaffId', 'SubjectId'}.;
18 User: undefined;1;2019-01-06 09:19:19.2108;DEBUG;;The index {'SchoolStaffId'} was not created as the properties are already covered by the index {'SchoolStaffId', 'ProfessionId'}.;
19 User: undefined;1;2019-01-06 09:19:19.3499;INFO;;Entity Framework Core 2.1.4-rtm-31024 initialized 'ApplicationDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None;
20 User: undefined;1;2019-01-06 09:19:19.4055;DEBUG;;Migrating using database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
21 User: undefined;1;2019-01-06 09:19:19.4122;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
22 User: undefined;1;2019-01-06 09:19:19.6285;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
23 User: undefined;1;2019-01-06 09:19:19.6285;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
24 User: undefined;1;2019-01-06 09:19:19.6285;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
25 User: undefined;1;2019-01-06 09:19:19.6285;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
26 User: undefined;1;2019-01-06 09:19:19.6285;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
27 User: undefined;1;2019-01-06 09:19:19.6454;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
28 User: undefined;1;2019-01-06 09:19:19.6600;INFO;;"Executed DbCommand (15ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
29 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
30 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
31 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
32 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
33 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
34 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
35 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
36 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
37 User: undefined;1;2019-01-06 09:19:19.6600;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
38 User: undefined;1;2019-01-06 09:19:19.6763;INFO;;"Executed DbCommand (3ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT OBJECT_ID(N'[__EFMigrationsHistory]');";
39 User: undefined;1;2019-01-06 09:19:19.6763;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
40 User: undefined;1;2019-01-06 09:19:19.6763;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
41 User: undefined;1;2019-01-06 09:19:19.6763;DEBUG;;Opening connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
42 User: undefined;1;2019-01-06 09:19:19.6763;DEBUG;;Opened connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
43 User: undefined;1;2019-01-06 09:19:19.6763;DEBUG;;"Executing DbCommand [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId];";
44 User: undefined;1;2019-01-06 09:19:19.6929;INFO;;"Executed DbCommand (5ms) [Parameters=[], CommandType='Text', CommandTimeout='30']
SELECT [MigrationId], [ProductVersion]
FROM [__EFMigrationsHistory]
ORDER BY [MigrationId];";
45 User: undefined;1;2019-01-06 09:19:19.6929;DEBUG;;Closing connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
46 User: undefined;1;2019-01-06 09:19:19.6929;DEBUG;;Closed connection to database 'ListOfScoolStaff' on server 'DESKTOP-HUHSDIT\SQLEXPRESS'.;
47 User: undefined;1;2019-01-06 09:19:19.6929;DEBUG;;A data reader was disposed.;
48 User: undefined;1;2019-01-06 09:19:19.7076;INFO;;No migrations were applied. The database is already up to date.;
49 User: undefined;1;2019-01-06 09:19:19.7076;DEBUG;;'ApplicationDbContext' disposed.;
50 User: undefined;1;2019-01-06 09:19:19.7076;DEBUG;;Hosting starting;
51 User: undefined;1;2019-01-06 09:19:19.8130;INFO;;User profile is available. Using 'C:\Users\Sergey\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.;
52 User: undefined;1;2019-01-06 09:19:19.8240;DEBUG;;Reading data from file 'C:\Users\Sergey\AppData\Local\ASP.NET\DataProtection-Keys\key-f619a787-c002-4edb-af64-2f1d52938742.xml'.;
53 User: undefined;1;2019-01-06 09:19:19.8337;DEBUG;;Found key {f619a787-c002-4edb-af64-2f1d52938742}.;
54 User: undefined;1;2019-01-06 09:19:19.8468;DEBUG;;Considering key {f619a787-c002-4edb-af64-2f1d52938742} with expiration date 2019-04-05 09:45:12Z as default key.;
55 User: undefined;1;2019-01-06 09:19:19.8709;DEBUG;;Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=2.1.1.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60;
56 User: undefined;1;2019-01-06 09:19:19.8709;DEBUG;;Decrypting secret element using Windows DPAPI.;
57 User: undefined;1;2019-01-06 09:19:19.8709;DEBUG;;Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=2.1.1.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60;
58 User: undefined;1;2019-01-06 09:19:19.8709;DEBUG;;Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC.;
59 User: undefined;1;2019-01-06 09:19:19.8805;DEBUG;;Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC.;
60 User: undefined;1;2019-01-06 09:19:19.8805;DEBUG;;Using key {f619a787-c002-4edb-af64-2f1d52938742} as the default key.;
61 User: undefined;1;2019-01-06 09:19:19.8805;DEBUG;;Key ring with default key {f619a787-c002-4edb-af64-2f1d52938742} was loaded during application startup.;
62 User: undefined;1;2019-01-06 09:19:19.9738;DEBUG;;Registered SignalR Protocol: json, implemented by Microsoft.AspNetCore.SignalR.Protocol.JsonHubProtocol.;
63 User: undefined;1;2019-01-06 09:19:20.0052;TRACE;;'AppHub' hub method 'Initialize' is bound.;
64 User: undefined;1;2019-01-06 09:19:20.0052;TRACE;;'AppHub' hub method 'NotifyAll' is bound.;
65 User: undefined;1;2019-01-06 09:19:20.0569;DEBUG;;Compatibility switch AllowInputFormatterExceptionMessages in type MvcJsonOptions is using compatibility value True for version Version_2_1;
66 User: undefined;1;2019-01-06 09:19:20.1062;DEBUG;;Compatibility switch AllowCombiningAuthorizeFilters in type MvcOptions is using compatibility value True for version Version_2_1;
67 User: undefined;1;2019-01-06 09:19:20.1062;DEBUG;;Compatibility switch AllowBindingHeaderValuesToNonStringModelTypes in type MvcOptions is using compatibility value True for version Version_2_1;
68 User: undefined;1;2019-01-06 09:19:20.1062;DEBUG;;Compatibility switch AllowValidatingTopLevelNodes in type MvcOptions is using compatibility value True for version Version_2_1;
69 User: undefined;1;2019-01-06 09:19:20.1062;DEBUG;;Compatibility switch InputFormatterExceptionPolicy in type MvcOptions is using compatibility value MalformedInputExceptions for version Version_2_1;
70 User: undefined;1;2019-01-06 09:19:20.1122;DEBUG;;Compatibility switch SuppressBindingUndefinedValueToEnumType in type MvcOptions is using compatibility value True for version Version_2_1;
71 User: undefined;1;2019-01-06 09:19:20.1122;DEBUG;;Compatibility switch AllowAreas in type RazorPagesOptions is using compatibility value True for version Version_2_1;
72 User: undefined;1;2019-01-06 09:19:20.1122;DEBUG;;Compatibility switch AllowMappingHeadRequestsToGetHandler in type RazorPagesOptions is using compatibility value True for version Version_2_1;
73 User: undefined;1;2019-01-06 09:19:20.1579;DEBUG;;Compatibility switch SuppressTempDataAttributePrefix in type MvcViewOptions is using compatibility value True for version Version_2_1;
74 User: undefined;1;2019-01-06 09:19:20.1791;DEBUG;;Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexTypeModelBinderProvider;
1 User: undefined;1;2019-01-06 09:19:20.2925;DEBUG;;Failed to locate the development https certificate at '(null)'.;
2 User: undefined;1;2019-01-06 09:19:20.3212;TRACE;;Starting connection heartbeat.;
3 User: undefined;1;2019-01-06 09:19:20.3212;DEBUG;;Hosting started;
4 User: undefined;1;2019-01-06 09:19:20.3212;DEBUG;;Loaded hosting startup assembly Presentation;
5 User: undefined;1;2019-01-06 09:19:20.3315;DEBUG;;Loaded hosting startup assembly Microsoft.AspNetCore.Server.IISIntegration;
6 User: undefined;3;2019-01-06 09:19:20.4982;DEBUG;;"Connection id ""0HLJJJRIH5H4H"" started.";
7 User: undefined;6;2019-01-06 09:19:20.5872;INFO;;Request starting HTTP/1.1 GET http://localhost:44360/  ;
8 User: undefined;6;2019-01-06 09:19:20.5872;DEBUG;;Wildcard detected, all requests with hosts will be allowed.;
9 User: undefined;6;2019-01-06 09:19:20.5872;TRACE;;All hosts are allowed.;
10 User: undefined;6;2019-01-06 09:19:20.6429;DEBUG;;The request path / does not match a supported file type;
11 User: undefined;6;2019-01-06 09:19:20.6429;DEBUG;;Request did not match any routes.;
12 User: undefined;6;2019-01-06 09:19:20.6925;DEBUG;;AuthenticationScheme: Identity.Application was not authenticated.;
13 User: undefined;6;2019-01-06 09:19:21.2718;DEBUG;;Request successfully matched the route with name 'default' and template '{controller=SchoolStaff}/{action=Index}/{id?}'.;
14 User: undefined;6;2019-01-06 09:19:21.2908;INFO;;"Route matched with {action = ""Index"", controller = ""SchoolStaff"", page = """", area = """"}. Executing action Presentation.Controllers.SchoolStaffController.Index (Presentation)";
15 User: undefined;6;2019-01-06 09:19:21.2908;DEBUG;;Execution plan of authorization filters (in the following order): Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter;
16 User: undefined;6;2019-01-06 09:19:21.2908;DEBUG;;Execution plan of resource filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
17 User: undefined;6;2019-01-06 09:19:21.3006;DEBUG;;Execution plan of action filters (in the following order): Microsoft.AspNetCore.Mvc.Internal.ControllerActionFilter (Order: -2147483648), Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter;
18 User: undefined;6;2019-01-06 09:19:21.3006;DEBUG;;Execution plan of exception filters (in the following order): None;
19 User: undefined;6;2019-01-06 09:19:21.3006;DEBUG;;Execution plan of result filters (in the following order): Microsoft.AspNetCore.Mvc.ViewFeatures.Internal.SaveTempDataFilter;
20 User: undefined;6;2019-01-06 09:19:21.3006;TRACE;;Authorization Filter: Before executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
21 User: undefined;6;2019-01-06 09:19:21.3229;INFO;;Authorization failed.;
22 User: undefined;6;2019-01-06 09:19:21.3229;TRACE;;Authorization Filter: After executing OnAuthorizationAsync on filter Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter.;
23 User: undefined;6;2019-01-06 09:19:21.3229;INFO;;Authorization failed for the request at filter 'Microsoft.AspNetCore.Mvc.Authorization.AuthorizeFilter'.;
24 User: undefined;6;2019-01-06 09:19:21.3316;TRACE;;Before executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
25 User: undefined;6;2019-01-06 09:19:21.3316;INFO;;Executing ChallengeResult with authentication schemes ().;
26 User: undefined;7;2019-01-06 09:19:21.3316;TRACE;;Scanning connections.;
27 User: undefined;7;2019-01-06 09:19:21.3316;TRACE;;Scanned connections in 00:00:00.0048134.;
28 User: undefined;6;2019-01-06 09:19:21.3789;INFO;;AuthenticationScheme: Identity.Application was challenged.;
29 User: undefined;6;2019-01-06 09:19:21.3789;TRACE;;After executing action result Microsoft.AspNetCore.Mvc.ChallengeResult.;
30 User: undefined;6;2019-01-06 09:19:21.3789;INFO;;Executed action Presentation.Controllers.SchoolStaffController.Index (Presentation) in 76.9019ms;
31 User: undefined;6;2019-01-06 09:19:21.3789;INFO;;Entity Framework Core 2.1.4-rtm-31024 initialized 'ApplicationDbContext' using provider 'Microsoft.EntityFrameworkCore.SqlServer' with options: None;
32 User: undefined;6;2019-01-06 09:19:21.3789;DEBUG;;SaveChanges starting for 'ApplicationDbContext'.;
33 User: undefined;6;2019-01-06 09:19:21.3945;DEBUG;;DetectChanges starting for 'ApplicationDbContext'.;
34 User: undefined;6;2019-01-06 09:19:21.3945;DEBUG;;DetectChanges completed for 'ApplicationDbContext'.;
35 User: undefined;6;2019-01-06 09:19:21.3945;DEBUG;;SaveChanges completed for 'ApplicationDbContext' with 0 entities written to the database.;
36 User: undefined;6;2019-01-06 09:19:21.4121;DEBUG;;"Connection id ""0HLJJJRIH5H4H"" completed keep alive response.";
37 User: undefined;6;2019-01-06 09:19:21.4121;DEBUG;;'ApplicationDbContext' disposed.;
38 User: undefined;6;2019-01-06 09:19:21.4121;INFO;;Request finished in 833.8021ms 302 ;
39 User: undefined;13;2019-01-06 09:19:22.3194;TRACE;;Scanning connections.;
40 User: undefined;13;2019-01-06 09:19:22.3194;TRACE;;Scanned connections in 00:00:00.0016917.;
41 User: undefined;13;2019-01-06 09:19:23.3193;TRACE;;Scanning connections.;
42 User: undefined;13;2019-01-06 09:19:23.3193;TRACE;;Scanned connections in 00:00:00.0017095.;
43 User: undefined;13;2019-01-06 09:19:24.3191;TRACE;;Scanning connections.;
44 User: undefined;13;2019-01-06 09:19:24.3191;TRACE;;Scanned connections in 00:00:00.0034953.;
